Date,Open,High,Low,Close,Volume
2017-12-18 16:00:00,15.25,15.4,14.35,15.1,3668799.0
2017-12-19 16:00:00,15.25,15.35,15.0,15.25,1497591.0
2017-12-20 16:00:00,14.85,15.3,14.8,15.3,2260939.0
2017-12-21 16:00:00,15.4,15.6,15.05,15.1,2867250.0
2017-12-22 16:00:00,14.9,15.5,14.7,15.4,2645044.0
2017-12-26 16:00:00,14.4,14.95,14.125,14.8,3501158.0
2017-12-27 16:00:00,14.1,14.4,14.0,14.35,2020486.0
2017-12-28 16:00:00,14.85,14.9,14.0,14.05,2506130.0
2017-12-29 16:00:00,15.1,15.425,14.75,14.85,2653438.0
2018-01-02 16:00:00,15.4,15.65,14.9,15.2,2257320.0
2018-01-03 16:00:00,15.0,15.5,14.9,15.45,1631681.0
2018-01-04 16:00:00,14.45,15.1,14.35,15.0,2140957.0
2018-01-05 16:00:00,14.1,14.563,14.05,14.5,2008973.0
2018-01-08 16:00:00,13.8,14.35,13.65,14.3,2347367.0
2018-01-09 16:00:00,13.9,14.0,13.55,13.75,2004750.0
2018-01-10 16:00:00,13.95,14.25,13.55,13.6,2682192.0
2018-01-11 16:00:00,14.1,14.15,13.75,13.9,2148953.0
2018-01-12 16:00:00,14.45,14.7,13.95,14.15,4657391.0
2018-01-16 16:00:00,13.65,14.6,13.605,14.5,2262848.0
2018-01-17 16:00:00,13.75,13.95,13.655,13.7,1023816.0
2018-01-18 16:00:00,13.4,13.8,13.35,13.75,1968212.0
2018-01-19 16:00:00,13.2,13.45,13.1,13.35,1314608.0
2018-01-22 16:00:00,13.25,13.4,13.05,13.25,1981443.0
2018-01-23 16:00:00,13.4,13.7,13.15,13.35,1734813.0
2018-01-24 16:00:00,13.2,13.65,13.1,13.4,1724750.0
2018-01-25 16:00:00,13.15,13.295,13.0,13.25,1175852.0
2018-01-26 16:00:00,12.85,13.2,12.4,13.15,3574987.0
2018-01-29 16:00:00,12.85,12.95,12.65,12.8,2045195.0
2018-01-30 16:00:00,12.6,12.85,12.5,12.75,2494673.0
2018-01-31 16:00:00,12.8,12.85,12.55,12.6,1190608.0
2018-02-01 16:00:00,13.5,13.6,12.65,12.8,2186493.0
2018-02-02 16:00:00,13.95,14.225,13.35,13.5,2681263.0
2018-02-05 16:00:00,13.35,13.9,13.2,13.8,1623592.0
2018-02-06 16:00:00,13.75,13.8,12.8,13.0,1927219.0
2018-02-07 16:00:00,14.2,14.4,13.7,13.75,2731629.0
2018-02-08 16:00:00,13.75,14.3,13.625,14.3,1564150.0
2018-02-09 16:00:00,13.45,13.8,12.9,13.7,2101528.0
2018-02-12 16:00:00,13.9,14.325,13.4,13.65,1727317.0
2018-02-13 16:00:00,13.85,14.1,13.55,13.9,1858986.0
2018-02-14 16:00:00,14.25,14.495,13.7,13.7,1981024.0
2018-02-15 16:00:00,14.65,14.875,14.225,14.4,2146199.0
2018-02-16 16:00:00,14.4,14.9,14.3,14.65,1435568.0
2018-02-20 16:00:00,14.5,15.0,14.305,14.65,2003031.0
2018-02-21 16:00:00,14.4,14.85,14.35,14.5,1164122.0
2018-02-22 16:00:00,14.3,14.9,14.25,14.5,1462842.0
2018-02-23 16:00:00,14.85,14.9,14.3,14.55,1826909.0
2018-02-26 16:00:00,15.45,15.9,14.845,14.85,3674064.0
2018-02-27 16:00:00,15.75,15.875,15.205,15.45,2167353.0
2018-02-28 16:00:00,15.0,15.875,14.85,15.8,3744122.0
